wave_type,mean,max,min,sign,disorder
Delta,48.225406676040706,56.60718369025995,45.400521393847086,positive,stress
Delta,-10.78892793448015,2.985497315376529,-17.376471784156138,negative,insomnia
Theta,21.789970066265113,37.11448878773346,16.097173397360557,positive,depression
Beta,-25.365503479291274,-21.72138808239223,-35.46406744356004,negative,anxiety
Delta,-17.61950275686516,-3.7486260725023612,-27.043712025135232,negative,neutral
Theta,38.41721332580565,44.59981994023457,21.29544417387326,positive,insomnia
Theta,-23.69338474369218,-17.409799764292433,-25.962726607756178,negative,insomnia
Delta,-33.877647612874696,-29.87619726703101,-43.12656027734448,negative,depression
Theta,-15.816525094264712,-14.674271925631267,-23.74676045508207,negative,neutral
Alpha,3.750946466789607,14.585458379266413,-10.511919814948289,positive,neutral
Gamma,-4.087771557198714,4.565154752916085,-20.431577819262003,negative,anxiety
Theta,45.55202218286418,51.890232129018266,38.40981069322784,positive,stress
Theta,-26.584534380002967,-20.3473350234606,-37.12796692215085,negative,insomnia
Beta,-15.86868651555551,-5.885889449467038,-19.147382297852843,negative,neutral
Delta,-46.00206540868834,-44.495566070074965,-53.68604275581669,negative,neutral
Alpha,-28.786796505874555,-21.264036721236046,-47.27665686688077,negative,anxiety
Alpha,-38.06163464824694,-36.18426324990723,-43.425159731586334,negative,neutral
Theta,36.14696611878533,37.329668823264704,21.63129156055683,positive,anxiety
Delta,18.341961586182705,31.054451470403066,9.16682098355872,positive,depression
Gamma,41.193357822739856,49.35189803545989,29.288347903327086,positive,stress
Gamma,-46.87723291800775,-33.641856527722815,-60.90583140926867,negative,insomnia
Beta,-22.90905055879213,-22.526665087105524,-33.08225678414077,negative,neutral
Gamma,16.088491291408246,26.67185248203686,12.258312350746621,positive,insomnia
Beta,31.385090328444278,40.01420507632777,13.993778267706041,positive,insomnia
Beta,4.598876478185197,16.945148381758436,-8.712431276096591,positive,insomnia
Delta,48.35295843746553,57.08738849771627,33.851430703732674,positive,insomnia
Alpha,-8.954516180175546,-5.718526548130717,-13.241139164731212,negative,insomnia
Delta,-30.130041745397897,-16.38018764820098,-39.805228898520326,negative,depression
Delta,-13.375970388991298,0.48513715484190456,-28.953219204348827,negative,anxiety
Delta,-23.748411218901268,-20.059227288159782,-34.841966377308864,negative,anxiety
Delta,43.75238522434414,61.47271726381484,37.81299162787377,positive,anxiety
Gamma,-45.937785874252434,-32.443556824758616,-61.87529455536796,negative,insomnia
Theta,32.48978681475843,48.618496996844925,31.196877582118162,positive,depression
Gamma,48.74167849682111,65.25077626834967,46.237569675890576,positive,anxiety
Theta,4.117376431390497,21.356926373740297,-0.6185501483651326,positive,insomnia
Theta,26.90166793177265,40.673505854786626,12.073663780394412,positive,insomnia
Gamma,31.5531475914257,31.965596210502337,23.443955752572556,positive,insomnia
Theta,33.66172990830246,42.14333933586229,13.856453200775814,positive,neutral
Delta,-0.3786501463255689,16.522015047296424,-16.864136643024263,negative,insomnia
Gamma,32.44862226852007,43.464112626744594,24.47239775629886,positive,depression
Gamma,39.32330610596013,56.67560394841928,33.27067149698153,positive,stress
Gamma,-1.9012996601085774,4.6736574817439696,-16.190541869113666,negative,neutral
Theta,16.67992895531333,33.34966433729325,-1.4472646030706322,positive,anxiety
Theta,-38.30505024994244,-36.79135096564447,-38.56731100056517,negative,neutral
Beta,-17.13595000812129,-6.911546300900474,-32.625860311714796,negative,neutral
Beta,-16.039395610361318,-1.7565693959505406,-21.847712192072674,negative,depression
Delta,-49.76114554089611,-39.698737457228695,-63.370202186899235,negative,depression
Theta,28.67995906057665,46.25100626555821,10.245920303625724,positive,insomnia
Alpha,-3.989012020535462,0.5623404184517975,-7.316403353361788,negative,depression
Alpha,6.091243041514801,14.626832313835294,-5.4105710474911035,positive,insomnia
Beta,25.986121134121973,42.066075810394295,24.62761632136298,positive,neutral
Gamma,-32.278681227417636,-16.041225820247234,-39.285781416855585,negative,anxiety
Gamma,-13.744178172662515,-12.362046445517581,-20.495548040567257,negative,anxiety
Theta,12.212836135392088,21.609767990724563,1.267546185502196,positive,depression
Theta,7.971009893646041,20.768044391530793,6.662982885603762,positive,anxiety
Beta,-31.56471490082534,-12.70631728641181,-32.711264329270875,negative,stress
Gamma,-39.8383809614478,-30.62429854494374,-52.05352258140513,negative,neutral
Theta,-2.93811599308129,-2.2760800476219893,-5.812711396878639,negative,depression
Alpha,-17.343223309242816,-13.037238596318831,-25.30277616167342,negative,neutral
Alpha,2.386907817462088,18.378817836335603,-8.550475083391934,positive,insomnia
Delta,6.9866301857333255,16.27089480286235,2.1796684299608398,positive,neutral
Gamma,-44.900574498288684,-33.31693647587478,-54.41405808574167,negative,stress
Gamma,26.889843685679978,38.950850487036774,17.969646344475542,positive,stress
Gamma,45.87035997357107,45.934572445252364,41.246718961433174,positive,neutral
Theta,17.89912288893538,33.22334420983047,17.89175873898182,positive,insomnia
Theta,38.92891548852356,47.48656552326784,32.2480900951692,positive,neutral
Gamma,-3.8230246909488272,3.455973861811769,-20.840672228791046,negative,neutral
Beta,-1.5737946762751776,10.711442593346137,-1.9872422320972682,negative,depression
Alpha,-47.363508078594826,-35.77909716954591,-57.15784790447167,negative,neutral
Theta,-3.4811779683731814,14.980270642420045,-19.550594187243803,negative,anxiety
Beta,-12.71193827951398,-8.083899561346616,-14.766517793630108,negative,anxiety
Theta,-19.27589036137941,-13.417207581600845,-22.503293096884924,negative,anxiety
Alpha,30.122692186723384,44.34363463291736,11.442999656039213,positive,neutral
Alpha,-48.82515589701971,-30.857582639856666,-52.76987852677587,negative,anxiety
Theta,40.141167869118334,54.10275710755768,34.0259076194655,positive,anxiety
Theta,46.802312989301114,64.19854944692732,33.78905983785057,positive,stress
Beta,39.05031491952107,48.5546429144857,34.99259475382896,positive,insomnia
Theta,-41.16473948355626,-24.507267584516626,-59.35291216761799,negative,stress
Gamma,-35.38888165459677,-28.484037928884625,-48.38685850482601,negative,depression
Theta,42.24042533927586,57.654414201665695,35.60312336937545,positive,stress
Alpha,-11.27492359371682,-4.084396532721774,-16.777871982738528,negative,insomnia
Theta,10.140038990892094,14.501666342026537,-5.412263132629668,positive,insomnia
Theta,16.668563087690984,28.874909035137968,6.722754328562175,positive,anxiety
Beta,-9.275437869325962,3.6657338612089454,-21.27387110935475,negative,neutral
Beta,16.920141311840894,36.217832363331276,-0.9967728629658268,positive,insomnia
Beta,-39.6232559463153,-36.45252103179628,-45.91636580725663,negative,insomnia
Delta,25.602576742829328,29.220342109059548,19.031457010730186,positive,depression
Delta,-41.540760728530216,-30.57025981112073,-43.80659877064262,negative,neutral
Delta,-17.48640963689703,-9.308445986643317,-32.301236969029134,negative,depression
Delta,-38.55122996825141,-26.77454225376988,-40.590176833115514,negative,anxiety
Alpha,-17.008076212564795,-4.849836898629125,-24.132617124714457,negative,depression
Beta,-25.69075258597586,-20.05627531064976,-39.56134206964457,negative,insomnia
Theta,48.49393985247717,54.16873410026261,47.5062453378848,positive,stress
Alpha,-35.04676764375637,-30.606075421689994,-41.064716605076086,negative,insomnia
Theta,49.19878675992561,51.06454156339302,33.480363045077596,positive,anxiety
Alpha,-39.79272315724888,-32.58756940417446,-44.962277121573,negative,anxiety
Gamma,-17.164594498739305,-3.663447901882792,-32.723195165582005,negative,neutral
Theta,33.959646468932405,34.441293312913835,33.781753416767174,positive,stress
Theta,-16.768634500472878,-4.0545260168943855,-30.018294324696186,negative,neutral
Beta,3.693176801769795,17.928769536513876,-15.219771496915225,positive,depression
Alpha,-33.35302088672625,-17.5224667266953,-37.1540475658934,negative,depression
Delta,-23.412642434631437,-20.514099283136975,-39.66070176345049,negative,stress
Beta,-7.448662189160473,-5.1020368207270135,-18.64953387083315,negative,insomnia
Beta,-24.215837371033444,-23.630702417403718,-43.808028574057,negative,insomnia
Beta,7.359731994044026,21.26115086827792,-2.981730319018583,positive,anxiety
Beta,-40.689888009113304,-24.052701490030323,-41.36089555136775,negative,insomnia
Delta,-14.969603035272108,-9.479303610406403,-31.862201385040265,negative,depression
Delta,-17.552589733435987,-6.24667849605817,-26.924139589395164,negative,neutral
Gamma,-18.522987694678548,-10.723749577219746,-25.851244772593265,negative,stress
Gamma,12.195946711738891,12.543123713592873,5.201931119524874,positive,stress
Gamma,7.314812291053073,20.039714803982857,6.050827451793811,positive,anxiety
Delta,16.584043986173583,19.176032793594185,7.63073225086378,positive,insomnia
Alpha,11.554358198437583,25.858752335749426,-0.3601430669409087,positive,stress
Delta,-13.293909809487467,-6.238325314156471,-25.22355931392582,negative,anxiety
Alpha,36.39201801887907,54.24177802798648,34.06025074909598,positive,depression
Alpha,-27.009531080195014,-10.2833685484743,-43.25375324978401,negative,insomnia
Alpha,-11.743846998220256,7.742109195814628,-17.624467641682287,negative,neutral
Theta,25.477263554276192,43.77582456474582,22.91090988719719,positive,depression
Beta,-24.126997829666564,-4.205835897289887,-36.07058016254704,negative,insomnia
Theta,-2.072594614348212,2.193190008611545,-6.728296195821254,negative,anxiety
Beta,-18.22153819278479,-13.215002566339141,-31.972894740789215,negative,anxiety
Gamma,-3.707692106660197,6.441881339492852,-20.611997965029378,negative,anxiety
Gamma,-23.296402235584868,-10.35775860545112,-36.54997430857462,negative,anxiety
Beta,9.415334043970866,27.257242493465032,7.775169441288657,positive,insomnia
Alpha,24.12904233774995,27.096783034787045,10.228892925572673,positive,insomnia
Alpha,20.689208619134163,21.352576687872027,20.008120809439518,positive,insomnia
Delta,25.802897212631834,42.98861293684582,9.867223236109453,positive,anxiety
Beta,-48.37195221774867,-44.187735755201885,-48.97368323262922,negative,depression
Beta,28.822041680615314,44.05448760087205,25.70579024237987,positive,neutral
Delta,-43.50044480347868,-42.12658663309563,-57.848515550961764,negative,anxiety
Alpha,-49.879329687649246,-45.85693610452279,-66.76198395295675,negative,depression
Theta,25.266241778700547,37.39360990464465,14.815355435290394,positive,stress
Delta,44.82890058815117,45.50402338479329,29.54595015767485,positive,stress
Beta,15.974899274111465,33.59343601043575,15.63604397088897,positive,depression
Delta,16.672349207300684,18.300121496690675,5.164784145088351,positive,stress
Delta,-7.585196474196778,-4.253567591140987,-11.185802428335647,negative,depression
Gamma,21.308002774138828,37.27317634896101,6.664266905989384,positive,depression
Beta,-16.18943952277405,-13.613927858604002,-27.857034916590514,negative,depression
Delta,23.84307194006597,35.403205164233064,20.182796089072447,positive,stress
Delta,9.439727642180493,25.020182960170608,2.0137060941450553,positive,anxiety
Theta,-9.601729326338479,-5.757142035156776,-18.786328948608414,negative,insomnia
Alpha,-22.35163279482665,-20.82546045046856,-35.68074763753849,negative,insomnia
Theta,-43.672073097796925,-33.645103451690005,-59.45032683283454,negative,depression
Delta,-4.592497849490684,4.962279424553447,-20.957515280267877,negative,anxiety
Beta,15.401632798017715,28.25678071613244,8.984691264371017,positive,anxiety
Beta,-15.148832517425944,-2.0364292123804937,-21.86792361962675,negative,anxiety
Theta,-14.947997989638374,-6.093752612354173,-23.098819875387097,negative,insomnia
Gamma,-14.583523484467285,4.4781005048284115,-28.607853755029513,negative,stress
Beta,-23.311933947071218,-6.595726737759456,-27.50545707729635,negative,anxiety
Theta,-27.815856501055602,-25.064917197260833,-40.07715321150194,negative,stress
Beta,14.029831699213432,33.29029058781542,6.647808358857857,positive,depression
Gamma,26.121739826232997,31.680480111904576,15.941008558663667,positive,depression
Gamma,11.751764374185726,28.97361319316621,0.9558465901575754,positive,neutral
Beta,26.41399730189356,42.926031170108004,11.867835619007788,positive,neutral
Beta,21.3390871310839,33.152586402376,6.455654641064019,positive,depression
Theta,37.52916032789541,55.34986126566528,37.17354623756269,positive,depression
Alpha,-47.472159059061624,-46.3085455285034,-59.65952229130245,negative,insomnia
Theta,-6.606730333773889,8.96946420881152,-12.199568062254464,negative,depression
Theta,40.79744485271394,55.47329598325429,33.286236943370795,positive,anxiety
Beta,12.494662850209451,20.88774283171434,0.6192510702132541,positive,insomnia
Delta,13.43632916476448,27.468359811707096,-4.784836717263637,positive,neutral
Delta,-26.68586794892275,-25.120622395207658,-29.9467589529224,negative,depression
Theta,20.134569921943353,23.372452538624408,2.640116180266631,positive,anxiety
Theta,41.310234545302606,58.88121717995668,34.62803615300555,positive,stress
Alpha,14.668171723198924,24.094677443106534,-3.215795327579869,positive,stress
Theta,-14.211955311829463,-7.0334898663702,-24.105232602084293,negative,stress
Gamma,-13.993006219609242,-2.118404331272835,-20.468099102897718,negative,anxiety
Alpha,-12.653585248731112,1.5629527917349666,-19.531634027222808,negative,stress
Theta,5.257676820093451,14.787922668179593,-13.316013400457173,positive,insomnia
Alpha,-34.22302831695927,-17.984800606671676,-45.948528062096784,negative,insomnia
Alpha,-16.614963503388594,-1.5940141319881498,-32.71747868189124,negative,anxiety
Gamma,32.71012670928232,47.64825823765223,14.228764250367476,positive,insomnia
Alpha,13.808674126106268,27.711775269192728,-1.3588532026901774,positive,depression
Beta,-36.86209609607993,-30.777867290569247,-56.07758127729015,negative,stress
Alpha,38.44912352582604,46.190981686251014,30.215827479550395,positive,insomnia
Theta,-26.217599463658527,-20.347939789778266,-31.109717318383495,negative,anxiety
Delta,-17.598324472215452,0.9547389650970999,-17.697924225633276,negative,neutral
Theta,-32.66898873144302,-23.846666904099273,-45.08943621470954,negative,insomnia
Alpha,-1.8979762889943501,-1.2558296117443017,-5.207154788853317,negative,neutral
Gamma,16.179369055947532,35.58936055273497,10.322044010029023,positive,stress
Theta,-31.666826094672096,-12.510390899742994,-48.09804355746869,negative,stress
Gamma,13.439530353741766,19.639088544276756,6.542138228588443,positive,neutral
Alpha,43.583553805007696,50.28538978881305,35.671347707211055,positive,insomnia
Beta,-36.60923439576593,-26.09739383823972,-49.14001878952832,negative,depression
Gamma,-28.818775761584725,-21.846937230332053,-41.9446963417657,negative,insomnia
Beta,-34.26473367178888,-22.932710936627394,-47.157581596100385,negative,depression
Gamma,-9.89221999888018,-6.1701523693389735,-14.370427695912444,negative,neutral
Beta,35.60174297735146,44.33274187595272,33.34132136911705,positive,anxiety
Delta,7.582934407624563,15.809801813983743,6.815672626925363,positive,insomnia
Theta,-14.524405761761763,-10.739026983783177,-20.759397352944134,negative,depression
Alpha,-34.55612779634302,-19.545014878401325,-50.9557310559828,negative,neutral
Delta,-3.647565469479808,14.23027117422335,-10.159643420880801,negative,neutral
Alpha,-12.999126918735428,0.5739189641759417,-13.150050180111185,negative,neutral
Gamma,23.287560928919007,25.631841564462693,3.390430122919149,positive,depression
Beta,7.307428552464721,24.77317996927966,6.322597120142326,positive,anxiety
Gamma,-48.33980712544056,-30.02231286391244,-58.39311493384437,negative,insomnia
Gamma,-27.256489567080234,-12.406438434428463,-31.84547522761054,negative,neutral
Theta,-33.1708576430093,-13.520576137074379,-37.3976937227354,negative,anxiety
Theta,-0.819749611586019,15.16392112552973,-10.359295044548034,negative,anxiety
Delta,20.140223550560293,29.756873975379634,0.41829861050418415,positive,neutral
Beta,-25.931111347418334,-24.902652138476952,-27.43104927283001,negative,stress
Alpha,44.24201405195359,50.27925132976793,43.33907250393066,positive,insomnia
Theta,-7.642777307528803,-6.071354146794789,-8.08061565212153,negative,insomnia
Beta,-31.397102438734635,-29.656122278634605,-37.825779829375065,negative,stress
Theta,4.083718792496484,11.586267022856253,-2.6934049018050708,positive,neutral
Gamma,16.376348073675643,18.188168231962386,0.49244114169283115,positive,depression
Alpha,-22.88448162859673,-21.650623615742365,-25.997324700395943,negative,insomnia
Gamma,8.1421922369558,16.165771623590373,6.841766234925361,positive,insomnia
Gamma,-28.696592617668372,-20.801711657632232,-40.32004983134832,negative,stress
Delta,13.20137354497605,32.12700082413317,6.4374570712698045,positive,depression
Beta,-35.73032894018448,-27.97612650298342,-36.96481002196164,negative,insomnia
Alpha,34.62684752586355,47.086526271730335,23.114340242714785,positive,anxiety
Beta,-27.69583733596861,-24.294933910594914,-29.686660681076333,negative,stress
Beta,27.24398077834107,35.16538714656453,12.194659211681977,positive,depression
Alpha,-0.3530668100822112,14.046340328536099,-10.352867448317133,negative,insomnia
Gamma,12.9431242383611,17.946543114070174,7.314031168915939,positive,insomnia
Alpha,24.47047998017247,39.74510986163767,20.139835891987076,positive,anxiety
Alpha,-5.908244370139471,9.857991582180912,-19.561636759483502,negative,stress
Gamma,35.82812865538392,45.60270736820945,35.02227993419823,positive,insomnia
Theta,19.619999441556203,37.921683484311544,11.11485220597727,positive,stress
Alpha,43.24947225722926,49.22810027527759,26.02518535045222,positive,stress
Beta,-32.45093947176275,-26.33959394954618,-33.73999752227462,negative,anxiety
Theta,29.811556113214962,41.309547203533384,28.910308966993053,positive,insomnia
Beta,-27.163297994607106,-8.685093937497143,-44.06291005379167,negative,depression
Alpha,35.53884219336085,51.70079158985469,18.231204924709253,positive,insomnia
Delta,-30.937841356677197,-14.203335684127094,-30.94457283921573,negative,depression
Beta,11.370133112940216,28.05108508981246,-4.109754846888217,positive,depression
Gamma,46.4465086793267,52.00731227253558,38.03293342221147,positive,insomnia
Gamma,-11.436416428403348,-10.161472693367497,-17.247495615287626,negative,neutral
Alpha,-41.242344391913775,-39.975781795571024,-43.3572898716761,negative,stress
Delta,30.71426874619884,37.24470232562868,19.13236312122705,positive,stress
Gamma,18.431559185195525,26.828717724824738,5.084129136382247,positive,stress
Alpha,-26.93148368386553,-14.918330387614162,-34.121857842270195,negative,anxiety
Gamma,46.90656485286962,64.35932882370938,33.82806607615318,positive,anxiety
Theta,44.202562258811085,46.8466525382009,30.614051176362914,positive,insomnia
Theta,-19.965607943297627,-14.319532898003732,-27.830891369298175,negative,depression
Alpha,-21.862271831029943,-21.41355782546374,-33.34664199126069,negative,neutral
Alpha,-38.747462089313125,-38.32866473879378,-52.35659208548113,negative,anxiety
Alpha,33.021920253053864,47.60606231182123,20.88968418306554,positive,insomnia
Gamma,23.87345529216634,41.934044925053186,11.834583723750526,positive,anxiety
Gamma,-15.359031688979499,0.8987714039398647,-15.407373121689684,negative,depression
Alpha,-17.576473497070886,-1.4639337247690705,-36.4331385924245,negative,stress
Beta,-1.4642305570454326,15.198738899668964,-5.249742012675306,negative,stress
Theta,13.17801416026655,28.04276722744956,-0.31748873283475376,positive,insomnia
Alpha,22.13722644558328,33.40589497249347,10.812328360135302,positive,neutral
Gamma,-4.249791117565138,-2.5197957326354326,-8.7838820619345,negative,neutral
Delta,-12.408398858110715,-8.626768813297614,-18.574645176283916,negative,anxiety
Alpha,-13.950194596428425,-7.990856897456098,-30.761307893506252,negative,anxiety
Beta,14.716188198131633,17.69814004283956,5.739026557986396,positive,depression
Beta,-0.3595795204612955,4.311941682657638,-10.145256554823897,negative,stress
Theta,30.224082076985553,46.12635818946473,16.828403632138183,positive,neutral
Beta,-36.30905682785435,-32.5705697363813,-54.33843930857801,negative,insomnia
Beta,-2.058289455430973,4.827329190575471,-10.47323902408128,negative,insomnia
Gamma,6.393099274456603,20.51411863092303,-4.925356071444892,positive,depression
Theta,-8.67878156970194,-7.977552314499686,-12.79574258657855,negative,depression
Alpha,-29.09018038767971,-18.283058413310027,-31.42806835878338,negative,anxiety
Beta,-29.033071889784278,-9.989756386805325,-38.452782972290315,negative,neutral
Alpha,-14.755165720162097,-11.29981344474092,-26.047693578871645,negative,anxiety
Delta,30.25873895476225,37.04907146542196,10.297964188488553,positive,insomnia
Gamma,13.698862848152302,31.983588868681537,-4.230659300182648,positive,depression
Beta,-3.9135241935173397,15.885218246330638,-7.562322019851429,negative,stress
Alpha,-12.671066718642429,5.584149502203719,-20.092910492959955,negative,depression
Delta,-29.689946984910076,-20.131467248218613,-42.26613844199068,negative,neutral
Delta,46.540199336258965,65.66106310922336,33.0199416037192,positive,neutral
Alpha,-9.100925247597772,-8.451067081122675,-18.66139484823661,negative,insomnia
Delta,46.28292836530967,53.57164008584657,31.67382171924193,positive,insomnia
Beta,0.41652836687354977,0.8074200158673239,-1.9916844009079715,positive,insomnia
Gamma,16.639126909619932,33.94843614536867,8.462084976345523,positive,anxiety
Gamma,-20.584797988236204,-7.87073504693034,-25.489734478999193,negative,anxiety
Theta,6.5396391927056925,14.168519421473071,-8.956517024841046,positive,depression
Gamma,-10.311309536602039,6.449445723313232,-14.444324341818419,negative,anxiety
Delta,-13.044036825265103,-7.765514432327526,-25.642716011254368,negative,insomnia
Gamma,19.06043424125346,27.49821634492801,11.390216474744909,positive,insomnia
Delta,22.231009078808256,28.66420786657891,14.372535503859275,positive,insomnia
Theta,42.755923678957885,47.68048392071172,30.573433023183316,positive,anxiety
Delta,24.968562774325648,44.25870630444962,15.918426085128644,positive,stress
Delta,-47.63254258111934,-41.4177557509523,-60.66082435117336,negative,stress
Theta,30.387507296399463,49.23203230255315,23.342937528321226,positive,depression
Theta,21.092184195840872,27.451688101741517,11.040481730555737,positive,depression
Gamma,-40.8931715979551,-23.686780767870165,-41.4500054386375,negative,anxiety
Gamma,17.625440232430705,19.55846621251215,3.220717124094733,positive,insomnia
Alpha,-16.08689462375392,-8.999752306655457,-17.787411524052757,negative,neutral
Delta,26.98034119493525,27.64984173429496,17.329252506762842,positive,anxiety
Theta,16.2686472807615,28.466862935724777,15.525828464128642,positive,anxiety
Beta,-31.53604149467646,-20.399152041146607,-40.27384868802075,negative,depression
Gamma,32.87550165069031,49.64761301350855,19.180170373407062,positive,anxiety
Beta,7.2816363804552395,12.137841577007803,-7.959803703035881,positive,insomnia
Theta,42.35291687549123,42.595229406143474,40.98616581424796,positive,neutral
Theta,15.115447777120025,30.590286577710504,5.160020930493584,positive,anxiety
Theta,-14.12784968336549,0.22837065756888641,-19.77745603628829,negative,anxiety
Theta,4.001898841923733,14.140875974557535,-8.291285677479731,positive,stress
Theta,4.120823558541495,4.536037199570668,-11.845108139224529,positive,anxiety
Gamma,-5.540296923936161,9.799263612446332,-16.823002958251802,negative,neutral
Beta,4.764296345271987,23.171416432310583,3.936698742723549,positive,stress
Theta,-15.149845959424034,-11.394613216225055,-28.731617352117986,negative,stress
Beta,-24.250031076320667,-22.102370364984342,-36.2399061038521,negative,anxiety
Delta,39.70862207311063,40.32465673076901,24.986688440472925,positive,anxiety
Gamma,2.4320531361653437,17.20130502936103,-4.1906182079007275,positive,neutral
Theta,-42.25138891698676,-34.04399139256956,-49.79310830234678,negative,depression
Theta,17.42333235250578,19.559925956302468,12.206963181817535,positive,anxiety
Beta,-25.313811675355534,-15.34084081504036,-34.44811217963941,negative,anxiety
Gamma,28.233872232918657,33.35939567943593,27.873444386435782,positive,depression
Delta,0.5280454867934239,8.403435900414337,-13.423931464505742,positive,insomnia
Beta,-38.763628146679274,-26.815334362652564,-57.958063319562356,negative,anxiety
Alpha,7.895593329898219,27.10313471409267,-3.2167647608059564,positive,stress
Beta,23.04598868255009,32.05103048462273,5.966761630664919,positive,stress
Alpha,-47.68707994498607,-39.04473726130274,-65.79256041140628,negative,stress
Beta,19.524766355868735,32.880012955787194,4.203974195311789,positive,insomnia
Beta,12.019735649983822,25.851445519734526,3.9418319751683804,positive,insomnia
Delta,-49.035569327405526,-43.10414033929102,-49.705832923236926,negative,stress
Theta,-11.155273384488972,-2.8122115077925596,-28.187188388218622,negative,neutral
Alpha,17.130259197114356,27.370031558458514,3.454127579289768,positive,stress
Beta,-32.209978191842296,-12.374736319221991,-48.3350747116544,negative,neutral
Delta,-36.2587598167503,-23.74739056067375,-49.52635345556878,negative,depression
Beta,-27.869772754543064,-9.11850766935451,-44.86057421889279,negative,anxiety
Delta,-36.58980291574411,-29.84953045758241,-48.805280290068154,negative,insomnia
Alpha,-23.027173363473285,-16.941152680835682,-26.039423382449915,negative,stress
Gamma,-20.803046497048673,-14.6864055205702,-23.668792146069947,negative,anxiety
Theta,-25.253098134789397,-23.159206163728197,-34.28621312034118,negative,insomnia
Delta,-17.355369100703058,-10.321356604836021,-27.179595138612466,negative,insomnia
Alpha,44.80695058622635,64.76796600461849,27.086069242027765,positive,depression
Gamma,18.361032099146684,23.754306740841013,10.411723080376593,positive,neutral
Beta,25.913378207706856,40.30575432205427,15.969305430009967,positive,depression
Theta,8.695576838818972,14.05795857660918,-11.277092327689225,positive,depression
Gamma,17.681851945176305,22.473747643782715,12.91257129688254,positive,stress
Gamma,42.56400331537526,55.93715465644778,41.611424513563726,positive,anxiety
Delta,-20.375155736411987,-14.609413762995352,-28.97657922653438,negative,stress
Beta,-3.3459990291450055,-1.5279093074212575,-14.257266964068224,negative,stress
Delta,-36.73403239451692,-19.8076691216127,-51.084592243627455,negative,stress
Gamma,6.196762522428031,20.07592594584618,-6.445764161262687,positive,depression
Beta,13.693059182996748,25.331605699018915,10.059360699337216,positive,anxiety
Beta,39.964570136696636,53.99506836799485,23.284223410541376,positive,stress
Delta,-39.02344451038364,-26.334102597360243,-54.98933732364086,negative,neutral
Alpha,4.933310389449709,9.416636210974088,1.3868898431942642,positive,depression
Theta,-18.97070062662275,-17.525383024747157,-36.971940634607556,negative,neutral
Delta,19.21540182794459,21.6290457787889,-0.12807503976268464,positive,anxiety
Theta,34.30252982830224,53.50037053220069,31.815058165269075,positive,stress
Alpha,-5.697039223148181,9.461686516730403,-12.039222837601802,negative,depression
Theta,40.086940331249764,56.14503032929734,23.39356936086163,positive,depression
Gamma,-28.91150367549704,-25.428426114003113,-29.36935006076496,negative,insomnia
Gamma,-21.65180947052062,-13.600316582869322,-23.815374953390137,negative,depression
Alpha,3.9541545741064468,17.505731625349725,-14.000154934932148,positive,stress
Alpha,-5.3306786739428915,6.5426849456150045,-6.169065991338842,negative,depression
Gamma,-44.913629242226506,-36.96015748580507,-62.10039697858038,negative,anxiety
Delta,-6.796040676538759,8.177922051444789,-10.5618372525443,negative,anxiety
Theta,24.273193278576727,43.451524322827694,8.140042126109702,positive,neutral
Beta,22.258785779633484,22.273340573979755,9.434378941496485,positive,insomnia
Theta,-17.523658337842498,-14.440471205506487,-33.7260516051507,negative,depression
Alpha,28.476796978951683,34.93091160316861,9.982371515307928,positive,neutral
Gamma,12.832948260715185,31.758464549086266,10.074656972503638,positive,insomnia
Beta,-3.8600805924716823,6.636265812621067,-18.151460682754468,negative,insomnia
Alpha,-5.765699370459075,-0.19282613790038816,-14.156545486580086,negative,anxiety
Gamma,-34.31973492847135,-29.902181488272735,-38.40827165715134,negative,stress
Alpha,41.26665775907698,51.43461247729984,37.50271718195678,positive,depression
Gamma,12.875056153362806,29.597851426067493,-1.023045684221973,positive,depression
Gamma,5.116486697889144,7.3494843078049295,-11.074159055467767,positive,depression
Delta,25.038070226110634,32.678135712253166,17.763327211165123,positive,anxiety
Beta,28.86635578372301,32.156157681058524,24.70431556465827,positive,insomnia
Delta,-5.3567508352556175,-2.36487325730699,-12.617829343687195,negative,anxiety
Gamma,40.002877734728344,52.15882552953892,23.92363925357784,positive,stress
Alpha,7.143451162008496,23.016711760334882,-6.535900308792964,positive,stress
Theta,24.06913202128267,30.484723167233394,12.647258530549212,positive,anxiety
Gamma,-24.731561604341245,-5.166611230057793,-35.22194862597038,negative,stress
Gamma,39.06000874314928,49.259318212134175,38.04386723145998,positive,anxiety
Theta,-49.86664491419557,-42.00837803274649,-65.74380189207389,negative,anxiety
Delta,-5.077657814814884,7.083898168280559,-8.333847364260066,negative,depression
Delta,10.726518777696327,10.998671303092591,6.046407883197986,positive,neutral
Beta,-27.27746440666755,-26.248010036333397,-35.45418321863388,negative,insomnia
Theta,-45.346013607496786,-33.16607760599716,-50.92365958790462,negative,insomnia
Theta,-44.30485376900843,-25.842327358430417,-57.31934299440124,negative,neutral
Theta,-5.459288737956399,-1.6646349828955795,-19.941933476685097,negative,neutral
Gamma,-9.420504902560623,6.189735217218065,-26.568833281828507,negative,depression
Delta,-5.743518526624513,0.5429459118746269,-9.889896976580827,negative,anxiety
Theta,-15.292326721019435,-10.807919404029263,-25.59917216349652,negative,stress
Theta,3.466870165468471,10.18349698952294,-14.193835968393522,positive,neutral
