wave_type,mean,max,min,sign,disorder,danger_level,recommended_measure
Gamma,-40.85454396685181,-32.24970861115972,-50.55907842744075,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,16.654523839160447,26.216321841982843,15.301405420603656,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Alpha,34.465910575341894,48.40370623039956,21.47779598437969,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,15.643141390512866,31.99114849525507,9.93789912139135,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Theta,-37.40406298903069,-34.771451900276226,-40.2123943856348,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,43.68327961329052,47.43681222044468,28.44274488064915,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-27.793600947558783,-27.14316658085092,-40.441575347771796,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-24.386419647143352,-9.042741376944711,-26.616864524008037,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,-25.054908625713125,-10.05420107623499,-39.02617893793376,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,41.04350546869948,57.0179879336403,22.193752549349473,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,3.7452387518902484,22.542085825206513,0.8740629435635192,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Delta,-2.6469226072395244,14.251407752584491,-9.968152461412075,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,42.49017805790196,51.56603654419668,38.322562768328666,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-49.775903105030835,-47.84378858320848,-58.674831748517505,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,-6.408540416054009,12.755869460095756,-20.515052005600833,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,30.458132951086924,41.23247782720122,17.486101046006674,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,-47.73078353437876,-29.580968160965682,-60.575112990916054,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,-40.07444347626079,-36.404459189043315,-46.857016731118236,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,8.487347689999645,12.5575871762339,-9.50306720540883,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Delta,46.415595520949054,51.69892369819175,30.110920279387,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,11.725539790335851,25.857376206303094,-3.1622974047106354,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Alpha,-26.984943225594282,-16.263257826645315,-29.37475882269775,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,49.547427120515806,68.17080676609997,30.795768879739995,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,-6.030037301966807,4.953778620943192,-18.45340020856478,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Alpha,-17.97850752721059,1.1056017103472087,-30.915695089235253,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,-14.744740339465679,-7.482443034974656,-18.117532054112843,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,36.692353795249545,44.66575826720262,21.670074290585838,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,34.95931320938975,47.56575967431016,20.643033235215576,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,5.935368176353116,9.383558218593219,0.3321927225597303,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Delta,37.247367823760584,47.557307104876394,29.302421128061113,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,4.303185263290452,7.114717409481765,2.8165817674146227,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,47.436523989734084,58.049459303633654,27.54538828520155,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,17.127101689569898,19.332830908529264,4.013599768879825,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,41.28663932515644,47.79276908597604,24.154007855835104,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,1.2471304514797694,20.964576661588232,-10.209713975026052,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,2.322140911750239,4.2915830627541185,-2.1708707551383526,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,6.431147444396032,19.65842315794177,-7.840766155069222,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,6.265271662511026,26.053281604272623,1.1614057775286932,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,-3.150059966330396,13.32452716881884,-21.016108952701767,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Delta,26.824979423106114,40.02981306716599,22.221292091011605,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,48.41167422817277,67.88866433909755,31.057625757505445,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,23.98537891395678,38.922001753588354,5.38567072581705,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-14.974701908017565,0.375630098010058,-30.312307433250204,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,8.07000939577459,10.161854270070263,6.875413781912387,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,20.03451000648151,23.94955478460888,17.884437020446136,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,37.08184022130526,40.49765245535743,17.236245549073445,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-9.907443975586993,5.386385898241729,-24.539379968990758,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,11.849428577287071,21.459322804543362,-5.222154132019337,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Alpha,-27.76355652189959,-23.145815615658293,-32.32033067454586,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,-14.460968791698512,-12.826778218699353,-33.96949214971292,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,2.5205470072776848,18.81808850202165,-10.216357891524579,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Alpha,-22.839010357309895,-13.677087778100319,-28.980323922141086,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,35.28196509732983,38.42297389496151,30.38874856906785,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,-46.994170266966236,-27.15395270286547,-55.9073632377869,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,45.346636144718005,59.09126154459207,38.29492698288902,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,34.804757673513166,51.500045146513415,27.6075095978223,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-21.714105927665962,-9.811029606392669,-36.709116841305956,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,-31.638047727487773,-30.924196633473866,-33.21209460223957,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-35.709932652094345,-34.335571015469945,-46.89258621214837,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,25.040235775320227,36.863207635020494,11.566101479761462,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,-23.63899716174227,-4.719540892680371,-40.29548957886179,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,2.429007600072083,3.9449312255273363,-6.223125010564171,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,-7.505997941044463,-4.133198331088646,-19.552385717156373,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Theta,36.17289874551473,50.050730957445445,34.21052543042341,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,12.299836720813573,19.79843349673122,4.877058598629869,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,-29.2064309303974,-17.869633685886846,-38.80282351700043,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,32.26822266248662,43.570119279527695,13.289598679064245,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-6.006864137047849,-1.2943317861817834,-24.133259621200956,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
